StartTime: 2020-12-22 23:29:56.389
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz	q0	q1	q2	q3
0x50	 23:30:12.853	 2020-11-06 15:59:29.990	0,1968	0,2153	0,9448	6,3477	11,0474	-12,5732	14,1998	-13,3594	-34,5355	30,53	3,67	-16	-95	-269	-0,94543	-0,08295	0,14667	0,27881
0x50	 23:30:12.955	 2020-11-06 15:59:30.090	0,2017	0,2334	0,9165	1,4038	10,9253	-7,7515	14,5404	-12,0575	-36,7767	30,57	3,67	-9	-98	-270	-0,94028	-0,08658	0,13858	0,29858
0x50	 23:30:13.054	 2020-11-06 15:59:30.190	0,1748	0,2168	0,9224	-2,5024	6,5308	-2,1973	14,6008	-11,2225	-38,5730	30,50	3,67	-3	-96	-268	-0,93582	-0,08731	0,13333	0,31430
0x50	 23:30:13.162	 2020-11-06 15:59:30.290	0,1792	0,2505	0,9175	-5,7983	4,5166	2,9907	14,3097	-10,7941	-39,8309	30,56	3,67	0	-98	-268	-0,93271	-0,08481	0,13000	0,32547
0x50	 23:30:13.243	 2020-11-06 15:59:30.390	0,1841	0,2422	0,9648	-3,9673	-1,0376	6,1646	13,4692	-10,6128	-40,8966	30,52	3,67	-1	-95	-272	-0,93030	-0,07730	0,12689	0,33530
0x50	 23:30:13.359	 2020-11-06 15:59:30.490	0,1475	0,2192	0,9473	-11,3525	-4,5166	5,5542	12,4915	-10,9424	-40,9351	30,52	3,67	-5	-93	-274	-0,93066	-0,06830	0,12665	0,33630
0x50	 23:30:13.461	 2020-11-06 15:59:30.590	0,2002	0,1421	1,0029	-47,4243	4,5166	20,0806	10,4919	-11,2994	-40,8691	30,57	3,67	-10	-87	-278	-0,93173	-0,05103	0,12366	0,33755
0x50	 23:30:13.567	 2020-11-06 15:59:30.690	0,2178	0,1689	0,9917	-11,6577	-3,3569	5,0659	8,0585	-11,7334	-41,2427	30,50	3,67	-11	-74	-289	-0,93121	-0,02951	0,12006	0,34277
0x50	 23:30:13.643	 2020-11-06 15:59:30.790	0,1904	0,1387	0,9678	0,6104	-0,9766	-0,4272	7,7563	-12,0575	-42,4237	30,51	3,67	-19	-70	-293	-0,92752	-0,02481	0,12204	0,35239
0x50	 23:30:13.749	 2020-11-06 15:59:30.890	0,2432	0,1919	1,0200	24,6582	-8,8501	-24,0479	9,9261	-12,5739	-45,1923	30,51	3,67	-16	-76	-290	-0,91788	-0,03745	0,13376	0,37173
0x50	 23:30:13.850	 2020-11-06 15:59:30.990	0,2202	0,1455	1,0068	-9,1553	-2,5635	3,2959	10,9753	-12,9968	-46,6040	30,55	3,67	-14	-84	-281	-0,91260	-0,04269	0,14105	0,38129
0x50	 23:30:13.941	 2020-11-06 15:59:31.090	0,2070	0,0186	1,0010	-83,9844	5,0659	48,4619	3,7079	-12,2717	-43,3685	30,54	3,67	-19	-69	-295	-0,92468	0,00955	0,11118	0,36395
0x50	 23:30:14.060	 2020-11-06 15:59:31.190	0,2373	0,1650	1,0532	-15,0757	-17,3340	37,3535	-3,0103	-12,5079	-37,8864	30,51	3,67	-29	-39	-314	-0,93893	0,06009	0,09451	0,32532
0x50	 23:30:14.142	 2020-11-06 15:59:31.290	0,2275	-0,0566	0,9878	-17,8833	-4,6387	26,1230	-4,4989	-12,8485	-37,0569	30,54	3,67	-38	-24	-318	-0,94006	0,07254	0,09360	0,31970
0x50	 23:30:14.252	 2020-11-06 15:59:31.390	0,1836	-0,2427	0,9453	-39,8560	8,4229	33,0811	-6,8665	-12,3761	-35,0793	30,52	3,67	-43	-9	-323	-0,94427	0,08920	0,08466	0,30524
0x50	 23:30:14.346	 2020-11-06 15:59:31.490	0,1978	-0,0874	1,0093	-3,6621	10,6201	-5,9814	-9,0198	-12,3376	-33,9587	30,53	3,67	-54	6	-329	-0,94543	0,10608	0,07962	0,29752
0x50	 23:30:14.453	 2020-11-06 15:59:31.590	0,1997	-0,1602	0,9731	-10,6812	-0,9155	25,5737	-10,7117	-11,3214	-31,9318	30,52	3,67	-51	14	-335	-0,95001	0,11633	0,06888	0,28137
0x50	 23:30:14.556	 2020-11-06 15:59:31.690	0,1416	-0,4131	0,8481	-36,7432	0,3662	43,4570	-13,2275	-10,4370	-29,1742	30,54	3,67	-51	20	-340	-0,95468	0,13379	0,05853	0,25931
0x50	 23:30:14.639	 2020-11-06 15:59:31.790	0,1851	-0,1631	1,0020	-13,4277	-5,0659	24,9634	-17,0618	-10,2667	-24,3896	30,54	3,67	-60	47	-341	-0,95990	0,16309	0,05530	0,22107
0x50	 23:30:14.742	 2020-11-06 15:59:31.890	0,1841	-0,2769	1,0000	-36,6821	-13,6108	52,0020	-20,3796	-9,9097	-18,2208	30,54	3,67	-73	63	-348	-0,96573	0,18750	0,05603	0,17038
0x50	 23:30:14.862	 2020-11-06 15:59:31.990	0,1641	-0,3364	0,9141	-20,6909	-9,2773	31,6772	-23,6371	-9,1351	-12,5519	30,56	3,67	-81	91	-347	-0,96805	0,21146	0,05515	0,12286
0x50	 23:30:14.939	 2020-11-06 15:59:32.090	0,1470	-0,4043	0,9419	-7,6294	-2,7466	9,7046	-24,8785	-8,9264	-8,3112	30,56	3,67	-86	102	-348	-0,96976	0,21973	0,06021	0,08725
0x50	 23:30:15.045	 2020-11-06 15:59:32.190	0,1470	-0,4180	0,9229	-5,1880	0,5493	6,5918	-25,8289	-8,5364	-4,3231	30,56	3,67	-90	111	-347	-0,97067	0,22546	0,06406	0,05331
0x50	 23:30:15.151	 2020-11-06 15:59:32.290	0,1372	-0,3521	0,9697	108,2153	-10,8643	9,8267	-19,9017	-8,9703	-1,3293	30,55	3,67	-90	99	-344	-0,98169	0,17319	0,07504	0,02490
0x50	 23:30:15.253	 2020-11-06 15:59:32.390	0,1587	-0,2495	0,9829	11,1084	-4,5776	0,0000	-15,7928	-9,0472	3,0103	30,54	3,67	-93	69	-340	-0,98737	0,13483	0,08170	-0,01511
0x50	 23:30:15.357	 2020-11-06 15:59:32.490	0,1436	-0,2842	0,9521	3,1738	-2,0142	-3,6011	-15,0897	-9,3494	5,2954	30,48	3,67	-87	55	-339	-0,98746	0,12701	0,08676	-0,03497
0x50	 23:30:15.439	 2020-11-06 15:59:32.590	0,1709	-0,2559	0,9941	-0,4883	-3,1128	-8,3008	-14,9799	-9,6515	7,2839	30,54	3,67	-87	53	-337	-0,98663	0,12430	0,09149	-0,05185
0x50	 23:30:15.545	 2020-11-06 15:59:32.690	0,1602	-0,2104	0,9556	-1,8921	1,6479	-6,9580	-14,8590	-9,7723	8,6682	30,57	3,67	-93	53	-336	-0,98599	0,12207	0,09396	-0,06369
0x50	 23:30:15.646	 2020-11-06 15:59:32.790	0,1455	-0,3784	0,9287	-28,2593	7,6904	-1,6479	-15,8423	-9,5197	9,3494	30,52	3,67	-89	54	-336	-0,98468	0,13016	0,09311	-0,06906
0x50	 23:30:15.751	 2020-11-06 15:59:32.890	0,1431	-0,3267	0,9341	-38,5132	6,3477	1,5869	-20,1544	-8,8110	11,0797	30,59	3,67	-84	70	-342	-0,97836	0,16635	0,09213	-0,08139
0x50	 23:30:15.838	 2020-11-06 15:59:32.990	0,1226	-0,3652	0,9248	-4,5776	-0,2441	-6,7749	-22,0551	-8,5474	11,9916	30,55	3,67	-82	85	-347	-0,97491	0,18210	0,09268	-0,08807
0x50	 23:30:15.939	 2020-11-06 15:59:33.090	0,1372	-0,3950	0,9116	-1,4648	1,2817	1,8921	-22,3956	-8,6133	12,5354	30,55	3,67	-80	85	-349	-0,97391	0,18445	0,09439	-0,09232
0x50	 23:30:16.051	 2020-11-06 15:59:33.190	0,1460	-0,3013	0,9497	3,0518	-1,4038	-0,6714	-22,4231	-8,6078	13,9526	30,52	3,67	-83	92	-346	-0,97266	0,18350	0,09662	-0,10434
0x50	 23:30:16.139	 2020-11-06 15:59:33.290	0,1685	-0,3643	0,9536	5,0049	6,7749	-26,6724	-21,5771	-8,8824	14,6448	30,59	3,67	-80	86	-348	-0,97321	0,17542	0,09924	-0,11044
0x50	 23:30:16.261	 2020-11-06 15:59:33.390	0,1167	-0,3594	0,9116	12,9395	3,3569	-17,8223	-20,0720	-8,9868	12,7002	30,50	3,67	-75	78	-348	-0,97714	0,16412	0,09589	-0,09503
0x50	 23:30:16.344	 2020-11-06 15:59:33.490	0,0933	-0,2651	0,8130	2,9907	-14,8926	-7,0190	-19,5941	-9,4812	12,7167	30,51	3,67	-71	72	-345	-0,97754	0,15952	0,09973	-0,09479
